time_s,drawer_displacement_m,payload_relative_z_m,payload_contact_force_n_from_impulse,max_contact_penetration_m
0.004166666666666667,5.403533577919006e-06,-4.924141467199661e-05,4.857850223779678,0.003500012680888176
0.008333333333333333,5.599111318588257e-06,-5.060224066255614e-05,4.948849976062775,2.0601697769961902e-07
0.0125,5.578622221946716e-06,-5.046730802860111e-05,4.902008771896362,1.955777406692505e-07
0.016666666666666666,5.558133125305176e-06,-5.0327827921137214e-05,4.894754737615585,1.1548399925231934e-07
0.020833333333333332,5.584210157394409e-06,-5.047918966738507e-05,4.911588728427887,1.0058283805847168e-07
0.025,5.563721060752869e-06,-5.032796980231069e-05,4.898386001586914,1.0989606380462646e-07
0.029166666666666667,5.589798092842102e-06,-5.0480473873903975e-05,4.911589622497559,1.0058283805847168e-07
0.03333333333333333,5.5693089962005615e-06,-5.032960689277388e-05,4.898390918970108,1.0803341865539551e-07
0.0375,5.595386028289795e-06,-5.047873128205538e-05,4.911617785692215,1.0058283805847168e-07
0.041666666666666664,5.574896931648254e-06,-5.032911212765612e-05,4.898394048213959,1.1175870895385742e-07
0.04583333333333333,5.600973963737488e-06,-5.048054663348012e-05,4.91160660982132,9.872019290924072e-08
0.05,5.580484867095947e-06,-5.032733315601945e-05,4.898374378681183,1.0989606380462646e-07
0.05416666666666667,5.606561899185181e-06,-5.048153980169445e-05,4.911602139472961,1.0058283805847168e-07
0.058333333333333334,5.58607280254364e-06,-5.0330279918853194e-05,4.898410588502884,1.0989606380462646e-07
0.0625,5.6121498346328735e-06,-5.0480084610171616e-05,4.911611974239349,9.872019290924072e-08
0.06666666666666667,5.591660737991333e-06,-5.032861008658074e-05,4.898381531238556,1.1175870895385742e-07
0.07083333333333333,5.617737770080566e-06,-5.048116508987732e-05,4.911604821681976,1.0058283805847168e-07
0.075,5.597248673439026e-06,-5.0329814257565886e-05,4.89840567111969,1.0989606380462646e-07
0.07916666666666666,5.623325705528259e-06,-5.047962622484192e-05,4.911607056856155,9.872019290924072e-08
0.08333333333333333,5.602836608886719e-06,-5.0328151701251045e-05,4.898378849029541,1.0989606380462646e-07
0.0875,5.628913640975952e-06,-5.048068123869598e-05,4.911622256040573,1.0058283805847168e-07
0.09166666666666666,5.627050995826721e-06,-5.045951911597513e-05,4.89444762468338,1.0989606380462646e-07
0.09583333333333333,5.634501576423645e-06,-5.051825792179443e-05,4.923180788755417,0.0
0.1,5.630776286125183e-06,-5.050498657510616e-05,4.90352600812912,0.0
0.10416666666666667,5.634501576423645e-06,-5.051325570093468e-05,4.905245304107666,0.0
0.10833333333333334,5.630776286125183e-06,-5.050611071055755e-05,4.904988706111908,0.0
0.1125,5.632638931274414e-06,-5.051135303801857e-05,4.904976189136505,0.0
0.11666666666666667,5.628913640975952e-06,-5.05058269482106e-05,4.905044585466385,0.0
0.12083333333333333,5.628913640975952e-06,-5.0507518608355895e-05,4.904969036579132,0.0
0.125,5.628913640975952e-06,-5.050909749115817e-05,4.9049994349479675,0.0
0.12916666666666665,5.628913640975952e-06,-5.050758409197442e-05,4.905008375644684,0.0
0.13333333333333333,5.628913640975952e-06,-5.0508719141362235e-05,4.904994964599609,0.0
0.1375,5.628913640975952e-06,-5.050878462498076e-05,4.904994964599609,0.0
0.14166666666666666,5.627050995826721e-06,-5.0506780098658055e-05,4.905030727386475,0.0
0.14583333333333334,5.627050995826721e-06,-5.050681284046732e-05,4.904977977275848,0.0
0.15,5.627050995826721e-06,-5.050853724242188e-05,4.904986917972565,0.0
0.15416666666666667,5.623325705528259e-06,-5.050313120591454e-05,4.9050405621528625,0.0
0.15833333333333333,5.627050995826721e-06,-5.051282641943544e-05,4.904953837394714,0.0
0.1625,5.623325705528259e-06,-5.050568870501593e-05,4.905045032501221,0.0
0.16666666666666666,5.623325705528259e-06,-5.050899926573038e-05,4.90497887134552,0.0
0.17083333333333334,5.621463060379028e-06,-5.050728577771224e-05,4.90501195192337,0.0
0.175,5.619600415229797e-06,-5.0507118430687115e-05,4.904988706111908,0.0
0.17916666666666667,5.617737770080566e-06,-5.050523759564385e-05,4.905018210411072,0.0
0.18333333333333332,5.619600415229797e-06,-5.05114185216371e-05,4.904963672161102,0.0
0.1875,5.617737770080566e-06,-5.050781328463927e-05,4.905019104480743,0.0
0.19166666666666665,5.617737770080566e-06,-5.050947947893292e-05,4.90498960018158,0.0
0.19583333333333333,5.6158751249313354e-06,-5.050600157119334e-05,4.905012845993042,0.0
0.2,5.617737770080566e-06,-5.051109837950207e-05,4.904985129833221,0.0
0.20416666666666666,5.6140124797821045e-06,-5.050558320363052e-05,4.905020445585251,0.0
0.20833333333333334,5.6158751249313354e-06,-5.05102398165036e-05,4.904982000589371,0.0
0.2125,5.6158751249313354e-06,-5.051029802416451e-05,4.9049994349479675,0.0
0.21666666666666667,5.6121498346328735e-06,-5.050476829637773e-05,4.90503653883934,0.0
0.22083333333333333,5.6140124797821045e-06,-5.050985419075005e-05,4.904961884021759,0.0
0.225,5.6121498346328735e-06,-5.0506379920989275e-05,4.905015081167221,0.0
0.22916666666666666,5.6140124797821045e-06,-5.0511571316746995e-05,4.904983788728714,0.0
0.23333333333333334,5.610287189483643e-06,-5.050456820754334e-05,4.905023127794266,0.0
0.2375,5.6121498346328735e-06,-5.051088737673126e-05,4.904977530241013,0.0
0.24166666666666667,5.610287189483643e-06,-5.0507369451224804e-05,4.905014187097549,0.0
0.24583333333333332,5.610287189483643e-06,-5.050894105806947e-05,4.904993623495102,0.0
0.25,5.610287189483643e-06,-5.050885010859929e-05,4.905004799365997,0.0
